semantic_identity_id	hold_class	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m9	reopen_trigger	claim_boundary
M8SID_a9fd3fa0e3f91d2c	H_M4Q_AMBIGUOUS	Resolve M4Q source wording and seller intent using exact accepted evidence	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Resolve M4Q source wording and seller intent using exact accepted evidence	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Resolve M4Q source wording and seller intent using exact accepted evidence	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_f1a121887008eea1	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03475:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_de30002239560271	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00375:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_8ff5e7b73a9fc2ad	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01735:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_b1c321d5e4f78cf4	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05681:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_8f03de12b074cecd	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02749:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_2add67364fea81f6	H_SOURCE_FRAGMENT	Recover an independently plausible user query; page copy or a navigation fragment is not a search task	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Recover an independently plausible user query; page copy or a navigation fragment is not a search task	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Recover an independently plausible user query; page copy or a navigation fragment is not a search task	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_c4c616a0255fe041	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04681:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_1c6659c4bfbb4253	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01817:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_7369ef6cd6e7f80f	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05407:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_345fca2efb340dfb	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05537:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_47bb8356f9870627	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02618:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_1fcb755f175c87bf	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03884:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_cdb674e273bc9840	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03884:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_2c23b33363ec553f	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03884:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_e5cd269342722356	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03884:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_260f724948b6362b	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03884:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_9cb1375d6f3990df	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=NO_EXACT_M6_SOURCE_LINK	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_11f1d625019cabc3	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03884:HOLD_AMBIGUOUS | M6SRC02344:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_22bcaefe23905d3c	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02344:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_63cda6482bfb2408	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03884:HOLD_AMBIGUOUS | M6SRC02344:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_dc014f14de810965	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01319:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_ff3997337a4d8fb1	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05175:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
